1,1,1689,385,146,332,1,-1,-1,-1
1,2,1303,503,61,139,1,-1,-1,-1
1,3,1258,569,40,91,1,-1,-1,-1
1,4,31,525,113,257,1,-1,-1,-1
1,5,1800,483,94,214,1,-1,-1,-1
2,1,1689,385,146,332,1,-1,-1,-1
2,2,1312,503,61,139,1,-1,-1,-1
2,3,1254,537,52,118,1,-1,-1,-1
2,4,55,542,94,214,1,-1,-1,-1
2,5,1744,476,123,280,1,-1,-1,-1
2,6,1641,494,40,91,1,-1,-1,-1
3,1,1664,418,135,307,1,-1,-1,-1
3,2,1312,503,61,139,1,-1,-1,-1
3,4,51,555,87,199,1,-1,-1,-1
3,5,1776,473,113,257,1,-1,-1,-1
3,7,1742,513,94,214,1,-1,-1,-1
3,8,1234,415,103,234,1,-1,-1,-1
3,9,107,494,103,234,1,-1,-1,-1
4,1,1668,371,159,362,1,-1,-1,-1
4,2,1305,500,67,153,1,-1,-1,-1
4,4,58,566,79,181,1,-1,-1,-1
4,5,1759,473,113,257,1,-1,-1,-1
4,9,107,494,103,234,1,-1,-1,-1
4,10,1852,505,30,70,1,-1,-1,-1
5,1,1643,396,159,362,1,-1,-1,-1
5,2,1318,537,52,118,1,-1,-1,-1
5,5,1692,371,159,362,1,-1,-1,-1
5,10,1848,505,30,70,1,-1,-1,-1
6,1,1666,385,146,332,1,-1,-1,-1
6,2,1318,537,52,118,1,-1,-1,-1
6,5,1741,473,113,257,1,-1,-1,-1
6,10,1849,510,28,64,1,-1,-1,-1
6,11,1333,498,56,128,1,-1,-1,-1
6,12,107,494,103,234,1,-1,-1,-1
7,1,1668,371,159,362,1,-1,-1,-1
7,2,1316,489,67,153,1,-1,-1,-1
7,10,1849,510,28,64,1,-1,-1,-1
7,11,1351,506,56,128,1,-1,-1,-1
7,13,159,550,40,91,1,-1,-1,-1
7,14,1263,545,47,108,1,-1,-1,-1
8,1,1668,371,159,362,1,-1,-1,-1
8,2,1322,494,61,139,1,-1,-1,-1
8,10,1848,505,30,70,1,-1,-1,-1
8,15,123,494,103,234,1,-1,-1,-1
8,16,257,455,113,257,1,-1,-1,-1
9,1,1666,385,146,332,1,-1,-1,-1
9,2,1326,489,67,153,1,-1,-1,-1
9,10,1848,505,30,70,1,-1,-1,-1
9,16,266,463,103,234,1,-1,-1,-1
9,17,1727,418,135,307,1,-1,-1,-1
9,18,142,521,52,118,1,-1,-1,-1
9,19,1274,551,43,98,1,-1,-1,-1
10,1,1689,385,146,332,1,-1,-1,-1
10,2,1326,500,67,153,1,-1,-1,-1
10,10,1849,510,28,64,1,-1,-1,-1
10,16,266,463,103,234,1,-1,-1,-1
10,18,146,515,56,128,1,-1,-1,-1
10,19,1278,545,47,108,1,-1,-1,-1
11,1,1689,385,146,332,1,-1,-1,-1
11,2,1326,500,67,153,1,-1,-1,-1
11,16,266,463,103,234,1,-1,-1,-1
11,19,1278,545,47,108,1,-1,-1,-1
11,20,171,481,26,59,1,-1,-1,-1
11,21,1844,367,94,214,1,-1,-1,-1
12,1,1689,408,146,332,1,-1,-1,-1
12,2,1326,490,73,167,1,-1,-1,-1
12,21,1837,351,103,234,1,-1,-1,-1
12,22,-8,290,207,470,1,-1,-1,-1
12,23,1619,396,159,362,1,-1,-1,-1
13,1,1689,385,146,332,1,-1,-1,-1
13,2,1326,490,73,167,1,-1,-1,-1
13,23,1643,408,146,332,1,-1,-1,-1
13,24,151,501,28,64,1,-1,-1,-1
13,25,1286,545,47,108,1,-1,-1,-1
13,26,1867,391,30,70,1,-1,-1,-1
14,1,1668,371,159,362,1,-1,-1,-1
14,2,1326,490,73,167,1,-1,-1,-1
14,23,1619,396,159,362,1,-1,-1,-1
14,26,1867,391,30,70,1,-1,-1,-1
14,27,1717,396,159,362,1,-1,-1,-1
14,28,-52,254,270,614,1,-1,-1,-1
15,1,1668,371,159,362,1,-1,-1,-1
15,2,1336,500,67,153,1,-1,-1,-1
15,23,1619,396,159,362,1,-1,-1,-1
15,26,1867,393,26,59,1,-1,-1,-1
15,28,-52,254,270,614,1,-1,-1,-1
15,29,1825,535,33,76,1,-1,-1,-1
16,1,1668,371,159,362,1,-1,-1,-1
16,2,1336,500,67,153,1,-1,-1,-1
16,23,1619,396,159,362,1,-1,-1,-1
16,28,-52,254,270,614,1,-1,-1,-1
16,29,1834,532,36,83,1,-1,-1,-1
16,30,1320,462,30,70,1,-1,-1,-1
17,1,1711,408,146,332,1,-1,-1,-1
17,2,1336,500,67,153,1,-1,-1,-1
17,23,1666,385,146,332,1,-1,-1,-1
17,28,-52,254,270,614,1,-1,-1,-1
18,2,1350,503,61,139,1,-1,-1,-1
18,23,1666,408,146,332,1,-1,-1,-1
18,28,-52,254,270,614,1,-1,-1,-1
18,31,1594,396,159,362,1,-1,-1,-1
18,32,1836,541,33,76,1,-1,-1,-1
18,33,1295,461,87,199,1,-1,-1,-1
19,2,1350,503,61,139,1,-1,-1,-1
19,23,1666,408,146,332,1,-1,-1,-1
19,28,-52,254,270,614,1,-1,-1,-1
19,31,1594,396,159,362,1,-1,-1,-1
19,32,1836,541,33,76,1,-1,-1,-1
19,33,1291,454,94,214,1,-1,-1,-1
20,2,1349,490,73,167,1,-1,-1,-1
20,23,1643,371,159,362,1,-1,-1,-1
20,28,-52,254,270,614,1,-1,-1,-1
20,31,1594,396,159,362,1,-1,-1,-1
20,32,1838,543,30,70,1,-1,-1,-1
20,33,1308,474,87,199,1,-1,-1,-1
21,2,1349,490,73,167,1,-1,-1,-1
21,23,1643,371,159,362,1,-1,-1,-1
21,28,-52,254,270,614,1,-1,-1,-1
21,31,1594,396,159,362,1,-1,-1,-1
21,33,1308,474,87,199,1,-1,-1,-1
21,34,1692,396,159,362,1,-1,-1,-1
22,2,1349,490,73,167,1,-1,-1,-1
22,23,1643,396,159,362,1,-1,-1,-1
22,28,-52,254,270,614,1,-1,-1,-1
22,31,1594,371,159,362,1,-1,-1,-1
22,33,1314,468,79,181,1,-1,-1,-1
22,35,1792,456,73,167,1,-1,-1,-1
22,36,298,463,103,234,1,-1,-1,-1
23,2,1349,490,73,167,1,-1,-1,-1
23,23,1643,354,175,398,1,-1,-1,-1
23,28,-52,254,270,614,1,-1,-1,-1
23,31,1589,381,175,398,1,-1,-1,-1
23,33,1315,468,73,167,1,-1,-1,-1
23,35,1792,456,73,167,1,-1,-1,-1
24,2,1349,490,73,167,1,-1,-1,-1
24,23,1668,371,159,362,1,-1,-1,-1
24,28,-52,254,270,614,1,-1,-1,-1
24,31,1619,396,159,362,1,-1,-1,-1
24,33,1326,479,73,167,1,-1,-1,-1
24,35,1804,475,61,139,1,-1,-1,-1
25,2,1349,490,73,167,1,-1,-1,-1
25,23,1668,371,159,362,1,-1,-1,-1
25,28,-10,254,270,614,1,-1,-1,-1
25,31,1619,396,159,362,1,-1,-1,-1
25,33,1326,479,73,167,1,-1,-1,-1
25,37,1840,532,36,83,1,-1,-1,-1
25,38,1810,535,33,76,1,-1,-1,-1
25,39,1843,357,79,181,1,-1,-1,-1
26,2,1349,490,73,167,1,-1,-1,-1
26,23,1668,371,159,362,1,-1,-1,-1
26,28,-52,254,270,614,1,-1,-1,-1
26,31,1619,396,159,362,1,-1,-1,-1
26,33,1326,479,73,167,1,-1,-1,-1
26,37,1835,557,26,59,1,-1,-1,-1
26,39,1843,357,79,181,1,-1,-1,-1
26,40,312,500,30,70,1,-1,-1,-1
26,41,31,296,270,614,1,-1,-1,-1
27,2,1349,490,73,167,1,-1,-1,-1
27,23,1670,381,175,398,1,-1,-1,-1
27,31,1616,354,175,398,1,-1,-1,-1
27,33,1326,479,73,167,1,-1,-1,-1
27,37,1831,557,26,59,1,-1,-1,-1
27,39,1831,357,79,181,1,-1,-1,-1
27,42,107,565,146,332,1,-1,-1,-1
27,43,1562,381,175,398,1,-1,-1,-1
28,2,1349,490,73,167,1,-1,-1,-1
28,31,1616,354,175,398,1,-1,-1,-1
28,33,1308,461,87,199,1,-1,-1,-1
28,39,1831,357,79,181,1,-1,-1,-1
28,44,31,254,270,614,1,-1,-1,-1
28,45,1798,489,52,118,1,-1,-1,-1
29,2,1349,490,73,167,1,-1,-1,-1
29,31,1619,371,159,362,1,-1,-1,-1
29,33,1308,461,87,199,1,-1,-1,-1
29,44,31,254,270,614,1,-1,-1,-1
29,46,1569,396,159,362,1,-1,-1,-1
29,47,1689,430,146,332,1,-1,-1,-1
29,48,1767,325,189,429,1,-1,-1,-1
30,2,1339,480,79,181,1,-1,-1,-1
30,31,1616,354,175,398,1,-1,-1,-1
30,33,1281,431,103,234,1,-1,-1,-1
30,44,31,254,270,614,1,-1,-1,-1
30,46,1562,381,175,398,1,-1,-1,-1
30,49,1810,533,30,70,1,-1,-1,-1
